date, pm25, pm10, o3, no2, so2, co
2018/9/9, 58, 35, 25, 9, 3, 7
2018/9/10, 61, 46, 15, 11, , 7
2018/9/11, 76, 29, 13, 10, 3, 7
2018/9/12, 71, 26, 25, 8, 3, 6
2018/9/13, 53, 45, 30, 11, 6, 7
2018/9/14, 64, 39, 21, 9, 6, 6
2018/9/15, 55, 12, 15, 4, 3, 5
2018/9/16, 29, 13, 14, 5, 3, 6
2018/9/17, 39, 25, 22, 7, 5, 7
2018/9/18, 45, 45, 35, 12, 4, 8
2018/9/19, 72, 47, 40, 14, 3, 9
2018/9/20, 86, 48, 34, 12, 3, 8
2018/9/21, 97, 47, 41, 12, 4, 9
2018/9/22, 86, 33, 26, 10, 4, 8
2018/9/23, 57, 19, 27, 7, 5, 8
2018/9/24, 44, 25, 37, 8, 5, 8
2018/9/25, 41, 46, 47, 15, 6, 9
2018/9/26, 78, 48, 38, 14, 6, 7
2018/9/27, 86, 45, 10, 11, 4, 6
2018/9/28, 94, 46, , 12, 4, 6
2018/9/29, 92, 53, , 19, 5, 8
2018/9/30, 104, 50, , 17, 6, 7
2018/4/1, 128, 77, 22, 18, 3, 8
2018/4/2, 152, 79, 63, 18, 4, 8
2018/4/3, 155, 64, 44, 14, 3, 7
2018/4/4, 125, 65, 47, 13, 3, 8
2018/4/5, 142, 44, 23, 12, 2, 8
2018/4/6, 85, 71, 39, 13, 2, 6
2018/4/7, 89, 69, 45, 19, 4, 7
2018/4/8, 101, 76, 68, 23, 4, 8
2018/4/9, 122, 69, 45, 18, 3, 8
2018/4/10, 123, 59, 34, 15, 2, 8
2018/4/11, 110, 60, 20, 17, 3, 9
2018/4/12, 102, 57, 14, 14, 2, 9
2018/4/13, 105, 44, 11, 14, 2, 10
2018/4/14, 88, 21, 21, 10, , 9
2018/4/15, 51, 45, 9, 15, 1, 9
2018/4/16, 107, 46, , 13, 2, 9
2018/4/17, 91, 50, , 14, 3, 8
2018/4/18, 97, 61, 53, 16, 3, 8
2018/4/19, 137, 66, 44, 19, 3, 8
2018/4/20, 131, 64, 37, 20, 3, 8
2018/4/21, 126, 69, 33, 22, 2, 8
2018/4/22, 127, 53, 24, 14, 2, 7
2018/4/23, 98, 37, 2, 11, 2, 7
2018/4/24, 70, 43, 27, 15, 2, 9
2018/4/25, 90, 54, 34, 16, 3, 8
2018/4/26, 113, 38, 31, 15, 1, 7
2018/4/27, 77, 50, 33, 16, 2, 8
2018/4/28, 105, 70, 35, 19, 2, 8
2018/4/29, 117, 61, 28, 16, 2, 7
2018/4/30, 111, 51, 18, 12, 2, 6
2018/5/1, 83, 47, 32, 10, 3, 5
2018/5/2, 81, 41, 36, 11, 3, 6
2018/5/3, 76, 37, 38, 9, 3, 7
2018/5/4, 75, 51, 49, 13, 3, 6
2018/5/5, 83, 48, 13, 13, 2, 6
2018/5/6, 78, 37, 27, 9, 2, 6
2018/5/7, 50, 26, 30, 10, 2, 7
2018/5/8, 54, 32, 17, 14, 2, 8
2018/5/9, 65, 44, 41, 9, 4, 6
2018/5/10, 79, 51, 50, 12, 4, 6
2018/5/11, 95, 51, 33, 11, 3, 5
2018/5/12, 96, 51, 45, 12, 3, 6
2018/5/13, 91, 46, 46, 10, 3, 6
2018/5/14, 90, 39, 36, 8, 3, 6
2018/5/15, 77, 39, 33, 10, 2, 6
2018/5/16, 70, 40, 31, 11, 3, 5
2018/5/17, 73, 47, 38, 13, 3, 6
2018/5/18, 92, 51, 63, 11, 3, 6
2018/5/19, 94, 55, 52, 13, 3, 7
2018/5/20, 102, 49, 45, 11, 3, 6
2018/5/21, 94, 52, 38, 13, 2, 6
2018/5/22, 98, 52, 63, 10, 3, 6
2018/5/23, 101, 48, 44, 8, 3, 6
2018/5/24, 101, 54, 31, 13, 3, 5
2018/5/25, 91, 41, 34, 10, 3, 4
2018/5/26, 69, 41, 39, 8, 3, 4
2018/5/27, 70, 35, 43, 9, 2, 5
2018/5/28, 72, 50, 51, 14, 3, 5
2018/5/29, 83, 55, 52, 12, 4, 6
2018/5/30, 91, 46, , 11, 3, 6
2018/5/31, 82, 25, 36, 7, 3, 5
2018/6/1, 64, 40, 29, 11, 1, 8
2018/6/2, 94, 46, 17, 13, 2, 7
2018/6/3, 95, 58, 46, 14, 2, 7
2018/6/4, 111, 35, 30, 10, 2, 6
2018/6/5, 69, 17, 15, 8, 1, 5
2018/6/6, 45, 18, 13, 8, , 5
2018/6/7, 50, 26, 21, 8, 1, 5
2018/6/8, 57, 29, 15, 10, 2, 5
2018/6/9, 61, 22, 22, 10, 1, 6
2018/6/10, 53, 46, 51, 13, 2, 6
2018/6/11, 73, 51, 43, 16, 2, 7
2018/6/12, 98, 42, 43, 12, 2, 6
2018/6/13, 96, 32, 25, 15, 1, 6
2018/6/14, 67, 30, 38, 11, 1, 6
2018/6/15, 62, 40, 52, 9, 2, 6
2018/6/16, 72, 41, 41, 8, 3, 5
2018/6/17, 70, 20, 32, 6, 2, 5
2018/6/18, 46, 29, 32, 5, 1, 5
2018/6/19, 59, 32, 28, 7, 1, 5
2018/6/20, 57, 30, 29, 7, 1, 5
2018/6/21, 44, 30, 25, 10, 1, 6
2018/6/22, 62, 26, 20, 8, 1, 5
2018/6/23, 45, 28, 27, 6, 2, 5
2018/6/24, 49, 29, 22, 7, 2, 5
2018/6/25, 52, 34, 26, 8, 2, 5
2018/6/26, 60, 33, 24, 7, 3, 5
2018/6/27, 53, 37, 38, 9, 3, 5
2018/6/28, 72, 47, 47, 11, 3, 6
2018/6/29, 92, 45, 40, 8, 2, 6
2018/6/30, 80, 37, 29, 9, 2, 6
2018/1/1, 147, 74, 35, 24, 5, 11
2018/1/2, 143, 76, 27, 26, 8, 10
2018/1/3, 138, 73, 15, 24, 5, 10
2018/1/4, 147, 45, 8, 16, 4, 10
2018/1/5, 92, 23, 2, 13, 3, 10
2018/1/6, 65, 15, 10, 14, 3, 10
2018/1/7, 91, 6, 18, 11, 3, 11
2018/1/8, 52, 48, 25, 12, 3, 10
2018/1/9, 122, 41, 31, 15, 5, 8
2018/1/10, 70, 38, 34, 16, 5, 6
2018/1/11, 75, 49, 29, 21, 6, 5
2018/1/12, 79, 55, 34, 20, 6, 5
2018/1/13, 99, 63, 29, 27, 5, 6
2018/1/14, 110, 60, 29, 24, 7, 7
2018/1/15, 115, 70, 33, 26, 4, 8
2018/1/16, 129, 74, 28, 27, 5, 8
2018/1/17, 135, 81, 16, 26, 5, 9
2018/1/18, 142, 84, 15, 27, 6, 11
2018/1/19, 162, 87, 13, 23, 4, 11
2018/1/20, 167, 76, 24, 20, 4, 10
2018/1/21, 159, 61, 35, 16, 3, 11
2018/1/22, 139, 58, 8, 21, 3, 13
2018/1/23, 133, 61, 36, 19, 3, 10
2018/1/24, 130, 65, 30, 22, 2, 9
2018/1/25, 144, 50, 6, 16, 2, 9
2018/1/26, 89, 50, 18, 15, 2, 7
2018/1/27, 103, 24, 8, 12, 1, 5
2018/1/28, 57, , 13, 10, , 5
2018/1/29, 61, 36, 9, 13, 1, 7
2018/1/30, 89, 8, 18, 9, , 7
2018/1/31, 42, 51, 28, 10, 1, 6
2018/2/1, 113, 45, 23, 12, 1, 6
2018/2/2, 116, 50, 35, 11, 2, 6
2018/2/3, 117, 57, 34, 13, 3, 6
2018/2/4, 143, 54, 31, 12, 3, 6
2018/2/5, 123, 52, 26, 19, 2, 6
2018/2/6, 95, 55, 20, 22, 3, 6
2018/2/7, 114, 55, 29, 21, 3, 7
2018/2/8, 121, 57, 24, 23, 2, 8
2018/2/9, 125, 45, 26, 14, 1, 6
2018/2/10, 132, 49, 31, 10, 1, 7
2018/2/11, 126, 49, 35, 11, 1, 7
2018/2/12, 113, 49, 42, 10, 1, 6
2018/2/13, 95, 52, 43, 9, 1, 7
2018/2/14, 124, 56, 35, 9, 2, 8
2018/2/15, 137, 112, 19, 9, 8, 8
2018/2/16, 278, 52, 26, 5, 1, 7
2018/2/17, 139, 42, 32, 7, 1, 7
2018/2/18, 121, 38, 31, 7, 1, 8
2018/2/19, 100, 37, 25, 8, 1, 8
2018/2/20, 98, 29, 16, 5, 2, 9
2018/2/21, 85, 14, 11, 5, 1, 9
2018/2/22, 37, 20, 11, 6, 1, 10
2018/2/23, 62, 31, 22, 9, 1, 10
2018/2/24, 97, 22, 16, 8, 1, 10
2018/2/25, 66, 20, 24, 6, 1, 9
2018/2/26, 64, 41, 35, 10, 2, 9
2018/2/27, 107, 34, 35, 10, 2, 9
2018/2/28, 91, 34, 47, 8, 3, 7
2018/3/1, 88, 43, 35, 9, 3, 7
2018/3/2, 97, 57, , 13, 2, 8
2018/3/3, 138, 53, 1, 15, 2, 9
2018/3/4, 135, 41, 31, 9, 2, 7
2018/3/5, 84, 33, 22, 10, 2, 8
2018/3/6, 77, 53, 39, 9, 2, 7
2018/3/7, 93, 9, , 6, 1, 6
2018/3/8, 29, 32, , 13, 2, 6
2018/3/9, 65, 44, , 21, 2, 7
2018/3/10, 83, 57, , 22, 3, 7
2018/3/11, 122, 54, 51, 21, 4, 7
2018/3/12, 105, 62, 52, 20, 4, 8
2018/3/13, 120, 53, 29, 20, 3, 8
2018/3/14, 125, 45, 21, 16, 2, 8
2018/3/15, 109, 52, 47, 15, 2, 8
2018/3/16, 121, 41, 36, 10, 2, 7
2018/3/17, 102, 55, 41, 13, 3, 8
2018/3/18, 126, 55, 22, 15, 2, 9
2018/3/19, 121, 15, 27, 9, 1, 9
2018/3/20, 33, 23, 38, 8, 1, 7
2018/3/21, 54, 53, 38, 21, 4, 6
2018/3/22, 92, 72, 48, 22, 4, 6
2018/3/23, 121, 72, 48, 22, 4, 6
2018/3/24, 120, 66, 66, 19, 4, 6
2018/3/25, 115, 64, 36, 21, 5, 7
2018/3/26, 142, 48, 14, 17, 3, 8
2018/3/27, 101, 57, 55, 19, 3, 8
2018/3/28, 111, 59, 42, 20, 3, 7
2018/3/29, 118, 61, , 17, 3, 7
2018/3/30, 140, 57, , 14, 4, 7
2018/3/31, 115, 63, 14, 15, 3, 7
2017/10/1, 97, 47, , 11, 5, 9
2017/10/2, 91, 50, , 10, 5, 9
2017/10/3, 97, 27, , 7, 4, 8
2017/10/4, 67, 35, , 9, 5, 6
2017/10/5, 70, 43, , 13, 5, 7
2017/10/6, 81, 50, , 14, 5, 7
2017/10/7, 98, 43, , 13, 7, 7
2017/10/8, 83, 42, 19, 13, 8, 6
2017/10/9, 74, 47, 27, 14, 7, 6
2017/10/10, 74, 41, 23, 13, 7, 6
2017/10/11, 68, 43, 31, 11, 6, 7
2017/10/12, 77, 36, 30, 9, 4, 8
2017/10/13, 74, 33, 20, 9, 3, 7
2017/10/14, 79, 25, 13, 13, 5, 7
2017/10/15, 64, 19, 7, 11, 5, 8
2017/10/16, 47, 27, 6, 10, 4, 8
2017/10/17, 48, 34, 19, 11, 4, 7
2017/10/18, 67, 30, 18, 10, 3, 7
2017/10/19, 61, 26, 18, 10, 3, 7
2017/10/20, 63, 40, 29, 12, 4, 6
2017/10/21, 83, 51, 39, 16, 6, 7
2017/10/22, 110, 62, 41, 22, 6, 8
2017/10/23, 132, 66, 48, 22, 7, 9
2017/10/24, 144, 72, 58, 22, 9, 9
2017/10/25, 153, 75, 42, 25, 8, 9
2017/10/26, 150, 71, 42, 21, 5, 9
2017/10/27, 136, 66, 51, 22, 6, 9
2017/10/28, 145, 66, 54, 20, 6, 9
2017/10/29, 146, 71, 49, 19, 7, 8
2017/10/30, 143, 65, 40, 20, 7, 9
2017/10/31, 138, 62, 33, 22, 6, 8
2017/11/1, 129, 70, 43, 23, 7, 10
2017/11/2, 135, 66, 14, 23, 8, 9
2017/11/3, 136, 76, 49, 23, 10, 9
2017/11/4, 141, 67, 38, 18, 8, 9
2017/11/5, 144, 54, 22, 17, 7, 8
2017/11/6, 106, 59, 23, 17, 6, 9
2017/11/7, 130, 37, 16, 12, 4, 8
2017/11/8, 75, 50, , 14, 5, 7
2017/11/9, 111, 63, 52, 19, 5, 9
2017/11/10, 127, 59, 26, 17, 7, 9
2017/11/11, 131, 60, 35, 9, 6, 8
2017/11/12, 144, 48, 25, 9, 6, 9
2017/11/13, 123, 51, 17, 12, 6, 10
2017/11/14, 130, 38, 6, 10, 4, 10
2017/11/15, 101, 49, , 12, 4, 8
2017/11/16, 101, 53, 24, 15, 5, 7
2017/11/17, 108, 44, 8, 12, 5, 8
2017/11/18, 79, 22, 4, 11, 4, 8
2017/11/19, 50, 15, 5, 9, 4, 7
2017/11/20, 43, 24, 4, 10, 1, 7
2017/11/21, 58, 23, 2, 9, , 
2017/11/22, 64, 46, 11, 17, 2, 7
2017/11/23, 102, 43, 14, 17, 1, 7
2017/11/24, 102, 31, 5, 15, 1, 8
2017/11/25, 76, 35, 3, 11, 1, 8
2017/11/26, 76, 40, 5, 12, 2, 8
2017/11/27, 81, 58, 10, 15, 3, 9
2017/11/28, 105, 63, 18, 16, 2, 11
2017/11/29, 121, 54, 4, 13, 1, 9
2017/11/30, 105, 26, 10, 10, , 9
2017/12/1, 54, 30, 15, 12, 1, 8
2017/12/2, 61, 45, 22, 12, 2, 8
2017/12/3, 88, 49, 15, 13, 1, 8
2017/12/4, 98, 41, 16, 13, 1, 8
2017/12/5, 90, 60, 29, 18, 2, 8
2017/12/6, 121, 72, 31, 22, 3, 10
2017/12/7, 138, 65, 42, 15, 3, 8
2017/12/8, 136, 74, 38, 24, 3, 10
2017/12/9, 160, 86, 27, 29, 4, 11
2017/12/10, 159, 77, 27, 27, 3, 11
2017/12/11, 151, 82, 31, 29, 6, 10
2017/12/12, 151, 59, 8, 22, 3, 9
2017/12/13, 120, 90, 73, 40, 27, 7
2017/12/14, 143, 45, 5, 13, 3, 8
2017/12/15, 92, 19, 10, 11, , 6
2017/12/16, 43, 37, 14, 11, 1, 7
2017/12/17, 92, 59, 32, 13, 2, 7
2017/12/18, 140, 50, 35, 14, 3, 6
2017/12/19, 103, 57, 32, 22, 3, 6
2017/12/20, 100, 65, 27, 26, 6, 7
2017/12/21, 105, 70, 29, 27, 7, 8
2017/12/22, 131, 70, 24, 26, 6, 8
2017/12/23, 142, 73, 19, 22, 6, 9
2017/12/24, 142, 86, 39, 27, 8, 11
2017/12/25, 151, 74, 35, 28, 7, 10
2017/12/26, 155, 75, 34, 27, 7, 10
2017/12/27, 146, 70, 11, 29, 5, 9
2017/12/28, 150, 68, 21, 20, 6, 6
2017/12/29, 139, 71, 21, 16, 5, 7
2017/12/30, 134, 69, 26, 18, 3, 9
2017/12/31, 138, 66, 29, 20, 6, 11
2017/7/1, 57, 34, 15, 10, 3, 6
2017/7/2, 58, 37, 14, 10, 3, 7
2017/7/3, 58, 36, 17, 9, 3, 7
2017/7/4, 61, 26, 16, 7, 5, 6
2017/7/5, 56, 23, 16, 6, 6, 6
2017/7/6, 43, 25, 18, 8, 4, 6
2017/7/7, 46, 29, 14, 9, 3, 7
2017/7/8, 47, 37, 21, 8, 3, 7
2017/7/9, 62, 35, 19, 7, 5, 7
2017/7/10, 62, 40, 26, 8, 3, 6
2017/7/11, 66, 48, 30, 11, 3, 7
2017/7/12, 82, 39, 36, 8, 4, 7
2017/7/13, 74, 34, 28, 6, 3, 5
2017/7/14, 66, 22, 15, 5, 6, 5
2017/7/15, 52, 31, 17, 7, 7, 5
2017/7/16, 52, 23, 13, 6, 5, 5
2017/7/17, 49, 21, 9, 6, 8, 5
2017/7/18, 29, 30, 17, 8, 5, 6
2017/7/19, 40, 50, 21, 10, 7, 6
2017/7/20, 63, 39, 23, 10, 6, 7
2017/7/21, 68, 45, 46, 9, 3, 7
2017/7/22, 76, 33, 18, 8, 3, 6
2017/7/23, 68, 34, 25, 7, 3, 6
2017/7/24, 47, 42, 43, 8, 4, 7
2017/7/25, 75, 46, 47, 8, 4, 7
2017/7/26, 81, 39, 23, 8, 5, 6
2017/7/27, 76, 38, 45, 8, 5, 5
2017/7/28, 73, 51, 37, 12, 4, 6
2017/7/29, 98, 46, 30, 10, 3, 6
2017/7/30, 85, 35, 28, 6, 2, 6
2017/7/31, 86, 34, 27, 10, 2, 8
2017/8/1, 73, 37, 28, 10, 3, 7
2017/8/2, 73, 30, 20, 9, 3, 6
2017/8/3, 53, 36, 27, 10, 2, 7
2017/8/4, 60, 38, 34, 8, 3, 7
2017/8/5, 71, 40, 38, 8, 2, 6
2017/8/6, 75, 53, 51, 8, 3, 6
2017/8/7, 98, 30, 31, 6, 3, 6
2017/8/8, 73, 34, 23, 8, 3, 6
2017/8/9, 59, 34, 21, 8, 3, 6
2017/8/10, 56, 33, 23, 7, 4, 6
2017/8/11, 61, 34, 22, 7, 3, 6
2017/8/12, 62, 41, 18, 8, 3, 6
2017/8/13, 64, 32, 28, 7, 3, 6
2017/8/14, 64, 36, 30, 8, 2, 6
2017/8/15, 64, 43, 43, 10, 2, 6
2017/8/16, 75, 46, 45, 11, 3, 6
2017/8/17, 86, 52, 49, 11, 5, 6
2017/8/18, 93, 55, 41, 11, 5, 6
2017/8/19, 110, 48, 47, 10, 5, 6
2017/8/20, 93, 64, 64, 15, 5, 7
2017/8/21, 113, 43, 27, 12, 6, 6
2017/8/22, 89, 14, 21, 6, 3, 5
2017/8/23, 36, 25, 20, 6, 5, 5
2017/8/24, 44, 33, 26, 8, 5, 6
2017/8/25, 59, 40, 16, 9, 3, 7
2017/8/26, 70, 21, , 8, 3, 6
2017/8/27, 49, 21, 18, 5, 3, 6
2017/8/28, 29, 35, 32, 8, 4, 7
2017/8/29, 56, 32, 37, 8, 4, 7
2017/8/30, 68, 39, 33, 9, 4, 7
2017/8/31, 78, 43, 36, 11, 4, 8
2017/9/1, 70, 41, 30, 11, 4, 7
2017/9/2, 71, 35, 23, 8, 4, 7
2017/9/3, 63, 20, 24, 5, 3, 6
2017/9/4, 49, 36, 21, 10, 3, 7
2017/9/5, 64, 45, 2, 14, 3, 8
2017/9/6, 75, , , , , 
2017/9/11, 75, 45, 30, 12, 4, 6
2017/9/12, 79, 35, 32, 10, 5, 7
2017/9/13, 63, 38, 30, 11, 4, 8
2017/9/14, 72, 56, 47, 13, 4, 8
2017/9/15, 99, 51, 37, 13, 4, 7
2017/9/16, 99, 60, 49, 17, 6, 8
2017/9/17, 113, 60, 51, 14, 7, 8
2017/9/18, 130, 64, 49, 14, 4, 8
2017/9/19, 138, 61, 39, 14, 5, 8
2017/9/20, 123, 67, 43, 16, 4, 8
2017/9/21, 114, 56, 34, 13, 5, 8
2017/9/22, 106, 56, 34, 12, 4, 8
2017/9/23, 119, 43, 18, 11, 4, 7
2017/9/24, 85, 35, 23, 9, 5, 7
2017/9/25, 58, 47, 25, 12, 4, 8
2017/9/26, 78, 52, 31, 15, 5, 8
2017/9/27, 87, 56, 31, 15, 4, 8
2017/9/28, 99, 48, 25, 11, 6, 8
2017/9/29, 94, 55, 23, 15, 4, 9
2017/9/30, 106, 53, , 13, 5, 9
2017/4/1, 52, 52, 47, 17, 9, 8
2017/4/2, 98, 59, 55, 16, 6, 8
2017/4/3, 125, 60, 51, 15, 6, 8
2017/4/4, 124, 61, 37, 13, 5, 9
2017/4/5, 123, 48, 20, 17, 4, 10
2017/4/6, 99, 59, 31, 12, 5, 10
2017/4/7, 98, 57, 33, 15, 5, 10
2017/4/8, 103, 51, 17, 12, 4, 9
2017/4/9, 89, 40, 25, 10, 4, 8
2017/4/10, 70, 38, 17, 12, 4, 10
2017/4/11, 57, 24, 17, 10, 3, 9
2017/4/12, 37, 26, 14, 12, 3, 10
2017/4/13, 58, 43, 29, 14, 5, 10
2017/4/14, 72, 60, 32, 21, 5, 11
2017/4/15, 101, 56, 32, 15, 4, 9
2017/4/16, 110, 49, 27, 13, 5, 7
2017/4/17, 94, 59, 35, 16, 4, 7
2017/4/18, 94, 58, 40, 18, 4, 8
2017/4/19, 99, 36, 30, 9, 3, 6
2017/4/20, 80, 35, 28, 10, 6, 7
2017/4/21, 69, 26, 29, 11, 4, 6
2017/4/22, 49, 44, 34, 10, 4, 7
2017/4/23, 75, 65, 44, 15, 5, 7
2017/4/24, 110, 55, 30, 18, 4, 9
2017/4/25, 116, 40, 28, 14, 4, 9
2017/4/26, 83, 13, 20, 10, 3, 8
2017/4/27, 32, 28, 41, 11, 3, 7
2017/4/28, 43, 51, 60, 15, 5, 7
2017/4/29, 90, 64, 76, 19, 6, 9
2017/4/30, 129, 64, 54, 13, 6, 9
2017/5/1, 132, 37, 28, 10, 4, 8
2017/5/2, 75, 53, 29, 11, 5, 9
2017/5/3, 98, 50, 18, 14, 4, 9
2017/5/4, 96, 42, 34, 13, 5, 9
2017/5/5, 71, 52, 45, 14, 5, 9
2017/5/6, 88, 47, 34, 11, 4, 9
2017/5/7, 95, 49, 32, 11, 4, 9
2017/5/8, 93, 21, 36, 8, 4, 8
2017/5/9, 49, 48, 41, 13, 8, 8
2017/5/10, 73, 51, 33, 16, 4, 8
2017/5/11, 105, 35, 26, 10, 2, 6
2017/5/12, 77, 39, 33, 11, 3, 7
2017/5/13, 64, 52, , 12, 4, 7
2017/5/14, 83, 51, , 14, 3, 8
2017/5/15, 101, 16, 30, 9, 3, 7
2017/5/16, 32, 47, 51, 12, 3, 8
2017/5/17, 91, 51, 44, 14, 2, 8
2017/5/18, 103, 52, 44, 13, 4, 8
2017/5/19, 99, 33, 34, 10, 2, 7
2017/5/20, 79, 46, 32, 14, 2, 8
2017/5/21, 92, 37, 28, 12, 2, 8
2017/5/22, 75, 47, 28, 16, 2, 9
2017/5/23, 89, 28, 21, 10, 2, 9
2017/5/24, 65, 26, 24, 10, 2, 9
2017/5/25, 54, 38, 22, 14, 2, 9
2017/5/26, 76, 43, 48, 10, 3, 8
2017/5/27, 76, 55, 75, 15, 5, 8
2017/5/28, 96, 57, 57, 13, 3, 8
2017/5/29, 117, 46, 43, 9, 3, 7
2017/5/30, 94, 47, 43, 9, 3, 7
2017/5/31, 101, 43, 27, 9, 3, 7
2017/6/1, 84, 36, 20, 11, 2, 8
2017/6/2, 63, 31, 25, 11, 2, 9
2017/6/3, 63, 23, 25, 9, 1, 9
2017/6/4, 48, 32, 25, 9, 1, 8
2017/6/5, 61, 37, 21, 10, 2, 8
2017/6/6, 69, 33, 21, 10, 2, 8
2017/6/7, 61, 38, 31, 7, 6, 6
2017/6/8, 71, 41, 27, 9, 2, 6
2017/6/9, 82, 37, 22, 9, 2, 6
2017/6/10, 68, 39, 32, 8, 2, 6
2017/6/11, 74, 29, 21, 8, 3, 6
2017/6/12, 67, 12, 19, 4, 2, 5
2017/6/13, 32, 14, 17, 6, 1, 6
2017/6/14, 39, 29, 16, 8, 2, 7
2017/6/15, 48, 24, 18, 10, 3, 7
2017/6/16, 56, 14, 12, 9, 3, 8
2017/6/17, 29, 15, 19, 8, 4, 8
2017/6/18, 27, 28, 18, 10, 4, 9
2017/6/19, 63, 22, 17, 7, 3, 7
2017/6/20, 51, 22, 17, 8, 3, 8
2017/6/21, 49, 31, 15, 7, 2, 9
2017/6/22, 58, 28, 17, 7, 2, 6
2017/6/23, 54, 25, 18, 7, 2, 6
2017/6/24, 51, 26, 22, 7, 2, 5
2017/6/25, 48, 28, 25, 8, 2, 5
2017/6/26, 49, 31, 26, 10, 3, 6
2017/6/27, 55, 41, 24, 11, 2, 6
2017/6/28, 65, 41, 27, 11, 2, 6
2017/6/29, 61, 38, 24, 10, 2, 6
2017/6/30, 73, 30, 21, 9, 2, 6
2017/1/2, 130, 66, 35, 22, 8, 10
2017/1/3, 128, 71, 42, 20, 4, 11
2017/1/4, 146, 67, 6, 22, 6, 10
2017/1/5, 135, 58, 18, 21, 5, 9
2017/1/6, 119, 72, 17, 26, 3, 11
2017/1/7, 145, 39, , 14, 3, 11
2017/1/8, 89, 41, 33, 17, 2, 12
2017/1/9, 80, 62, 34, 20, 3, 12
2017/1/10, 124, 68, 25, 16, 5, 12
2017/1/11, 156, 42, 5, 12, 2, 14
2017/1/12, 104, 15, 10, 12, 1, 14
2017/1/13, 36, 27, 11, 11, 2, 13
2017/1/14, 53, 30, 6, 13, 2, 13
2017/1/15, 68, 37, 7, 15, 4, 11
2017/1/16, 83, 42, 26, 15, 5, 8
2017/1/17, 91, 53, 16, 15, 5, 8
2017/1/18, 112, 38, 8, 11, 2, 9
2017/1/19, 92, 25, 17, 10, 2, 9
2017/1/20, 72, 44, 35, 10, 2, 8
2017/1/21, 110, 51, 32, 13, 3, 9
2017/1/22, 123, 52, 41, 13, 6, 8
2017/1/23, 125, 49, 35, 11, 7, 8
2017/1/24, 115, 44, 41, 8, 7, 7
2017/1/25, 110, 48, 39, 10, 3, 8
2017/1/26, 125, 46, 39, 7, 3, 7
2017/1/27, 112, 113, 28, 8, 9, 7
2017/1/28, 207, 63, 23, 7, 4, 7
2017/1/29, 139, 28, 21, 6, 3, 9
2017/1/30, 71, 23, 15, 6, 3, 11
2017/1/31, 64, 30, 21, 6, 3, 11
2017/2/1, 77, 36, 26, 4, 3, 9
2017/2/2, 93, 42, 27, 5, 3, 9
2017/2/3, 110, 36, 32, 8, 4, 8
2017/2/4, 87, 43, 24, 9, 3, 9
2017/2/5, 104, 36, 33, 8, 3, 9
2017/2/6, 93, 59, 41, 9, 6, 10
2017/2/7, 143, 50, 34, 10, 3, 9
2017/2/8, 111, 30, 32, 6, 2, 9
2017/2/9, 75, 61, 34, 9, 4, 9
2017/2/10, 151, 56, 41, 9, 4, 9
2017/2/11, 132, 56, 43, 14, 4, 9
2017/2/12, 140, 56, 42, 18, 4, 9
2017/2/13, 127, 48, 45, 19, 3, 9
2017/2/14, 103, 57, 53, 22, 3, 10
2017/2/15, 122, 62, 48, 23, 4, 9
2017/2/16, 127, 61, 58, 23, 4, 8
2017/2/17, 127, 63, 55, 24, 5, 9
2017/2/18, 131, 61, 47, 15, 3, 8
2017/2/19, 132, 45, 34, 14, 3, 8
2017/2/20, 98, 43, 16, 13, 2, 8
2017/2/21, 88, 28, 28, 12, 3, 8
2017/2/22, 66, 19, 14, 9, 2, 8
2017/2/23, 30, 13, , 9, 2, 8
2017/2/24, 45, 13, 12, 9, 3, 8
2017/2/25, 37, 23, 16, 11, 4, 9
2017/2/26, 53, 41, 6, 17, 7, 9
2017/2/27, 76, 54, 29, 16, 10, 8
2017/2/28, 118, 58, 10, 20, 6, 10
2017/3/1, 127, 63, , 23, 7, 8
2017/3/2, 93, 71, 52, 28, 7, 7
2017/3/3, 124, 73, 9, 24, 6, 8
2017/3/4, 148, 66, 35, 22, 4, 8
2017/3/5, 132, 28, 27, 11, 3, 8
2017/3/6, 56, 25, 18, 14, 4, 8
2017/3/7, 66, 37, 30, 12, 3, 8
2017/3/8, 92, 48, 31, 11, 4, 8
2017/3/9, 116, 24, 31, 14, 8, 8
2017/3/10, 60, 30, 21, 14, 5, 10
2017/3/11, 50, 46, 25, 20, 3, 11
2017/3/12, 84, 62, 21, 19, 4, 12
2017/3/13, 101, 24, 21, 11, 3, 8
2017/3/14, 46, 28, 17, 14, 3, 8
2017/3/15, 57, 40, 22, 15, 4, 8
2017/3/16, 85, 33, 10, 14, 4, 8
2017/3/17, 70, 33, 10, 17, 3, 10
2017/3/18, 69, 30, 14, 18, 2, 11
2017/3/19, 68, 37, 27, 14, 3, 9
2017/3/20, 71, 36, 32, 10, 3, 9
2017/3/21, 67, 41, 20, 16, 3, 10
2017/3/22, 89, 31, 36, 12, 3, 8
2017/3/23, 63, 53, 38, 18, 7, 9
2017/3/24, 87, 24, 24, 11, 3, 10
2017/3/25, 45, 39, 18, 14, 4, 9
2017/3/26, 44, 56, 35, 14, 5, 8
2017/3/27, 92, 65, 53, 18, 3, 9
2017/3/28, 113, 60, 40, 16, 3, 9
2017/3/29, 121, 70, 30, 21, 4, 11
2017/3/30, 129, 39, 26, 14, 4, 10
